country_id,policy_variant_id,scenario_id,regime_id,prob_v_ge_1,prob_v_ge_1_10,v_p05,v_p50,v_p95,converged_flag
COL,PBI,low,r1,0.0,0.0,-0.0090139866412225,-0.0077300783555959,-0.0059297683577237,True
COL,UBI,low,r1,0.0,0.0,-0.0027700606854393,-0.0022656934963577,-0.0015606097296616,True
COL,PEN,low,r2,0.0,0.0,-0.1685414905981907,-0.157438369772951,-0.1419759469922866,True
COL,GMI:GMI_ideal_aggregate,low,r2,0.0,0.0,-0.1139289981525506,-0.1104904463454196,-0.1058025019797058,True
COL,GMI:GMI_loaded_aggregate,low,r2,0.0,0.0,-0.0759526654350337,-0.0736602975636131,-0.0705350013198039,True
COL,MUT,low,r2,0.0,0.0,-0.0199675805108337,-0.0178525893741394,-0.0149113476989721,True
COL,PBI,low,r2,0.0,0.0,-0.00887081838154,-0.007513088052111,-0.0056483883855158,True
COL,UBI,low,r2,0.0,0.0,-0.0027135751667985,-0.0021820007640627,-0.0014512592168174,True
COL,PEN,low,r3,0.0,0.0,-0.1727837730468285,-0.1629206629044385,-0.1490091768443558,True
COL,GMI:GMI_ideal_aggregate,low,r3,0.0,0.0,-0.1156782189434532,-0.1126418933135627,-0.108383977176015,True
COL,GMI:GMI_loaded_aggregate,low,r3,0.0,0.0,-0.0771188126289688,-0.0750945955423751,-0.07225598478401,True
COL,MUT,low,r3,0.0,0.0,-0.0206728531308458,-0.0188055353099691,-0.0161590546905119,True
COL,PBI,low,r3,0.0,0.0,-0.0092906382769581,-0.0080940486047768,-0.0064136583639834,True
COL,UBI,low,r3,0.0,0.0,-0.0028710065598358,-0.0024026563883276,-0.0017458375500983,True
COL,PEN,low,r4,0.0,0.0,-0.1641915856321307,-0.1519809634271027,-0.1353764855658643,True
COL,GMI:GMI_ideal_aggregate,low,r4,0.0,0.0,-0.1117743085912107,-0.1080230981268607,-0.1029058161709048,True
COL,GMI:GMI_loaded_aggregate,low,r4,0.0,0.0,-0.0745162057274738,-0.0720153987512405,-0.0686038774472699,True
COL,MUT,low,r4,0.0,0.0,-0.0193007058826191,-0.0169823697499252,-0.0138188860093551,True
COL,PBI,low,r4,0.0,0.0,-0.0084950946818278,-0.007012853001188,-0.0049942631362371,True
COL,UBI,low,r4,0.0,0.0,-0.0025768594275876,-0.0019952932786648,-0.0012059852227134,True
COL,PEN,mid,r0,0.0,0.0,-0.0402622185211556,0.0439925191013651,0.1622461759642182,True
COL,GMI:GMI_ideal_aggregate,mid,r0,0.0,0.0,-0.0758857712678984,-0.0503592533221548,-0.0145321392721008,True
COL,GMI:GMI_loaded_aggregate,mid,r0,0.0,0.0,-0.0505905141785989,-0.0335728355481032,-0.0096880928480672,True
COL,MUT,mid,r0,0.0,0.0,0.0046548248813997,0.0207161099728616,0.0432585301331555,True
COL,PBI,mid,r0,0.0,0.0,0.0069087078498971,0.0171642477762949,0.0315581576455885,True
COL,UBI,mid,r0,0.0,0.0,0.003475565874607,0.0074908871474725,0.013126492187546,True
COL,PEN,mid,r1,0.0,0.0,-0.0293573733668933,0.0604762393265343,0.1860608277498585,True
COL,GMI:GMI_ideal_aggregate,mid,r1,0.0,0.0,-0.0716305871433793,-0.0445238403728203,-0.0065302824816371,True
COL,GMI:GMI_loaded_aggregate,mid,r1,0.0,0.0,-0.0477537247622529,-0.0296825602485468,-0.0043535216544247,True
COL,MUT,mid,r1,0.0,0.0,0.0065304640791393,0.0236840594666815,0.0475774928715403,True
COL,PBI,mid,r1,0.0,0.0,0.0080604385599237,0.019005588769355,0.0342454421060502,True
COL,UBI,mid,r1,0.0,0.0,0.0039179176642793,0.0082012143975899,0.014164838673095,True
COL,PEN,mid,r2,0.0,0.0,-0.019826017156188,0.0741568310474802,0.2056954220820631,True
COL,GMI:GMI_ideal_aggregate,mid,r2,0.0,0.0,-0.0687654236690556,-0.0404336731629983,-0.0005030869719867,True
COL,GMI:GMI_loaded_aggregate,mid,r2,0.0,0.0,-0.0458436157793704,-0.0269557821086655,-0.0003353913146578,True
COL,MUT,mid,r2,0.0,0.0,0.008410353792947,0.0263100217535008,0.051360225443438,True
COL,PBI,mid,r2,0.0,0.0,0.0092584844512686,0.0206790566538834,0.0366870056272237,True
COL,UBI,mid,r2,0.0,0.0,0.0043810078645397,0.0088556591089259,0.0151271512345237,True
COL,PEN,mid,r3,0.0,0.0,-0.0392329801286133,0.0449435929228051,0.1619892946044457,True
COL,GMI:GMI_ideal_aggregate,mid,r3,0.0,0.0,-0.0751815890016897,-0.0497300955223685,-0.0142975307314076,True
COL,GMI:GMI_loaded_aggregate,mid,r3,0.0,0.0,-0.0501210593344598,-0.0331533970149123,-0.0095316871542717,True
COL,MUT,mid,r3,0.0,0.0,0.0047769190749219,0.0208254453068293,0.0431330726489572,True
COL,PBI,mid,r3,0.0,0.0,0.0069614380437006,0.0172149092743418,0.0314530983322362,True
COL,UBI,mid,r3,0.0,0.0,0.0034918585696629,0.0075072031614342,0.0130804161710492,True
COL,PEN,mid,r4,0.0,0.0,0.0011070305784556,0.1049896817498359,0.2519406999701873,True
COL,GMI:GMI_ideal_aggregate,mid,r4,0.0,0.0,-0.0616942817881191,-0.0301772561113707,0.0143454461407854,True
COL,GMI:GMI_loaded_aggregate,mid,r4,0.0,0.0,-0.0411295211920794,-0.0201181707409138,0.0095636307605236,True
COL,MUT,mid,r4,0.0,0.0,0.0121563043665212,0.0320299682624582,0.0600133253679485,True
COL,PBI,mid,r4,0.0,0.0,0.0115757910648564,0.0242838639208406,0.0421410376369612,True
COL,UBI,mid,r4,0.0,0.0,0.0052803898451285,0.0102571737116104,0.0172486179185557,True
COL,PEN,high,r0,0.0,0.0,-0.0564847434203463,0.0336838150060591,0.159342459866679,True
COL,GMI:GMI_ideal_aggregate,high,r0,0.0,0.0,-0.0808006826978021,-0.0534824642834794,-0.0154118733163187,True
COL,GMI:GMI_loaded_aggregate,high,r0,0.0,0.0,-0.0538671217985347,-0.0356549761889863,-0.0102745822108791,True
COL,MUT,high,r0,0.0,0.0,0.0015623626097043,0.0187509856359961,0.0427050014725336,True
COL,PBI,high,r0,0.0,0.0,0.0049340918638381,0.0159094657970015,0.0312047154865653,True
COL,UBI,high,r0,0.0,0.0,0.0027024503066832,0.0069996060632561,0.0129881100223905,True
COL,PEN,high,r1,0.0,0.0,-0.0454023497820531,0.0495769289483663,0.1821195114955159,True
COL,GMI:GMI_ideal_aggregate,high,r1,0.0,0.0,-0.0766925040476067,-0.0478199348098532,-0.0073771887064121,True
COL,GMI:GMI_loaded_aggregate,high,r1,0.0,0.0,-0.0511283360317378,-0.0318799565399021,-0.0049181258042747,True
COL,MUT,high,r1,0.0,0.0,0.0035186606810503,0.021621373802597,0.0468727375425722,True
COL,PBI,high,r1,0.0,0.0,0.0061284325924061,0.0176962800327752,0.0338111381805034,True
COL,UBI,high,r1,0.0,0.0,0.0031568106994459,0.0076891673611907,0.0139978256600439,True
COL,PEN,high,r2,0.0,0.0,-0.0376146652316442,0.0629551417405278,0.2025460513847223,True
COL,GMI:GMI_ideal_aggregate,high,r2,0.0,0.0,-0.0741723660688424,-0.0437477875187725,-0.0014582669793093,True
COL,GMI:GMI_loaded_aggregate,high,r2,0.0,0.0,-0.0494482440458949,-0.0291651916791816,-0.0009721779862062,True
COL,MUT,high,r2,0.0,0.0,0.0049637831651009,0.0241795506242399,0.0507870891584234,True
COL,PBI,high,r2,0.0,0.0,0.0070456163050579,0.0193194570683327,0.0363235597654293,True
COL,UBI,high,r2,0.0,0.0,0.0035190155805284,0.0083227863881977,0.0149827927930483,True
COL,PEN,high,r3,0.0,0.0,-0.0520839538385524,0.039565564836025,0.1670635094541484,True
COL,GMI:GMI_ideal_aggregate,high,r3,0.0,0.0,-0.0790251420425323,-0.0513274966265903,-0.0127287597334342,True
COL,GMI:GMI_loaded_aggregate,high,r3,0.0,0.0,-0.0526834280283548,-0.0342183310843935,-0.0084858398222894,True
COL,MUT,high,r3,0.0,0.0,0.0023161608409977,0.0198014497205857,0.0441296138245731,True
COL,PBI,high,r3,0.0,0.0,0.0054065256945785,0.0165509040503602,0.0320921937421454,True
COL,UBI,high,r3,0.0,0.0,0.0028830643260789,0.0072468491628008,0.0133328521634752,True
COL,PEN,high,r4,0.0,0.0,-0.0143740966091746,0.1001936301387348,0.2594347638795498,True
COL,GMI:GMI_ideal_aggregate,high,r4,0.0,0.0,-0.0662082192913238,-0.0315725834647876,0.016560031178303,True
COL,GMI:GMI_loaded_aggregate,high,r4,0.0,0.0,-0.0441388128608825,-0.0210483889765251,0.0110400207855353,True
COL,MUT,high,r4,0.0,0.0,0.0092343323084109,0.0310459395389263,0.0615027701483642,True
COL,PBI,high,r4,0.0,0.0,0.0097198789079615,0.0236441725668596,0.0431164931966142,True
COL,UBI,high,r4,0.0,0.0,0.0045560757047549,0.010006287510725,0.0176340636824988,True
COL,PEN,stress,r0,0.0356,0.0168,0.3281672137319806,0.601325482665066,0.9570517503110634,True
COL,GMI:GMI_ideal_aggregate,stress,r0,0.0,0.0,0.0357366820152031,0.1184949891526392,0.2262687857493399,True
COL,GMI:GMI_loaded_aggregate,stress,r0,0.0,0.0,0.0238244546768021,0.0789966594350928,0.1508458571662266,True
COL,MUT,stress,r0,0.0,0.0,0.0748876724871272,0.126959199338002,0.194770472156646,True
COL,PBI,stress,r0,0.0,0.0,0.0517541712523274,0.0850031684282463,0.1283023946041863,True
COL,UBI,stress,r0,0.0,0.0,0.0210337777760389,0.0340516594887576,0.0510044776934186,True
COL,PEN,stress,r1,0.0622,0.0298,0.3619860737463904,0.6499677469308422,1.027870189850845,True
COL,GMI:GMI_ideal_aggregate,stress,r1,0.0,0.0,0.0469988888535577,0.1340971410982888,0.2486055087224023,True
COL,GMI:GMI_loaded_aggregate,stress,r1,0.0,0.0,0.0313325925690385,0.0893980940655258,0.1657370058149349,True
COL,MUT,stress,r1,0.0,0.0,0.0811740660410145,0.1360618513318068,0.2081022251957213,True
COL,PBI,stress,r1,0.0,0.0,0.0557169785248673,0.090751984969516,0.1367613581937512,True
COL,UBI,stress,r1,0.0,0.0,0.0225753463759661,0.0362895299808771,0.054305878128375,True
COL,PEN,stress,r2,0.1006,0.0484,0.3940728604720792,0.6957428883034026,1.0948197214522468,True
COL,GMI:GMI_ideal_aggregate,stress,r2,0.0,0.0,0.0564025200466533,0.1480219495647308,0.268888455496698,True
COL,GMI:GMI_loaded_aggregate,stress,r2,0.0,0.0,0.0376016800311022,0.0986812997098205,0.179258970331132,True
COL,MUT,stress,r2,0.0,0.0,0.0872664955180754,0.1447703903243281,0.2208631840731565,True
COL,PBI,stress,r2,0.0,0.0,0.059597374615293,0.0963258754950783,0.1449133476888519,True
COL,UBI,stress,r2,0.0,0.0,0.0240926642863315,0.0384762212717077,0.0574983448420167,True
COL,PEN,stress,r3,0.0548,0.0254,0.3545766938608106,0.6394463550643124,1.0134693037266496,True
COL,GMI:GMI_ideal_aggregate,stress,r3,0.0,0.0,0.0441412626153926,0.13039658917005,0.2437290403448533,True
COL,GMI:GMI_loaded_aggregate,stress,r3,0.0,0.0,0.0294275084102617,0.0869310594467,0.1624860268965689,True
COL,MUT,stress,r3,0.0,0.0,0.0798460251510816,0.1341707630612805,0.2054579304743057,True
COL,PBI,stress,r3,0.0,0.0,0.0548962801746728,0.0895875962098018,0.1351110005108248,True
COL,UBI,stress,r3,0.0,0.0,0.0222593146392601,0.0358413237699773,0.0536629967737526,True
COL,PEN,stress,r4,0.2936,0.1858,0.4988842623255281,0.8516880588606779,1.3252151702246877,True
COL,GMI:GMI_ideal_aggregate,stress,r4,0.0,0.0,0.0891486470374175,0.1961163493742385,0.3393415560666178,True
COL,GMI:GMI_loaded_aggregate,stress,r4,0.0,0.0,0.0594324313582783,0.130744232916159,0.2262277040444119,True
COL,MUT,stress,r4,0.0,0.0,0.1070797693555872,0.174346061160893,0.264628780087294,True
COL,PBI,stress,r4,0.0,0.0,0.0721974893347385,0.1151624023272351,0.1727813055852744,True
COL,UBI,stress,r4,0.0,0.0,0.0290159336371905,0.0458405354877951,0.0683942342730461,True
MEX,PEN,low,r0,0.0,0.0,-0.0919440162808577,-0.0847469956375995,-0.0748953415535505,True
MEX,GMI:GMI_ideal_aggregate,low,r0,0.0,0.0,-0.333242001923423,-0.3218661042498425,-0.3062941871565328,True
MEX,GMI:GMI_loaded_aggregate,low,r0,0.0,0.0,-0.2221613346156154,-0.2145774028332283,-0.2041961247710219,True
MEX,MUT,low,r0,0.0,0.0,-0.0224029222501113,-0.0194906924456747,-0.0155042816697874,True
MEX,PBI,low,r0,0.0,0.0,-0.0100425270658003,-0.0080930562541875,-0.005424519781258,True
MEX,UBI,low,r0,0.0,0.0,-0.0028254204047799,-0.0020973629536708,-0.0011007602596989,True
MEX,PEN,low,r1,0.0,0.0,-0.0904551425167739,-0.0830923994766655,-0.0726088793763229,True
MEX,GMI:GMI_ideal_aggregate,low,r1,0.0,0.0,-0.3284936739822765,-0.3166407522206502,-0.3000521321777783,True
MEX,GMI:GMI_loaded_aggregate,low,r1,0.0,0.0,-0.218995782654851,-0.2110938348137668,-0.2000347547851856,True
MEX,MUT,low,r1,0.0,0.0,-0.022005499659626,-0.0190057206211408,-0.0147841904225228,True
MEX,PBI,low,r1,0.0,0.0,-0.0098483665895611,-0.0078374569351705,-0.0050134645948045,True
MEX,UBI,low,r1,0.0,0.0,-0.0027658955381541,-0.0020148301071632,-0.0009614702496758,True
MEX,PEN,low,r2,0.0,0.0,-0.0895477631783215,-0.081876989633808,-0.0710072438995439,True
MEX,GMI:GMI_ideal_aggregate,low,r2,0.0,0.0,-0.3269183918809087,-0.3147215974189854,-0.2975476604244548,True
MEX,GMI:GMI_loaded_aggregate,low,r2,0.0,0.0,-0.2179455945872725,-0.2098143982793236,-0.1983651069496366,True
MEX,MUT,low,r2,0.0,0.0,-0.0216242374934663,-0.0185391894510521,-0.0141357471123192,True
MEX,PBI,low,r2,0.0,0.0,-0.0095887370005806,-0.0075217042666948,-0.0045754084373302,True
MEX,UBI,low,r2,0.0,0.0,-0.0026667519742305,-0.001897325908729,-0.0007947846299743,True
MEX,PEN,low,r3,0.0,0.0,-0.0924807508128107,-0.0855766832550321,-0.0761177150357696,True
MEX,GMI:GMI_ideal_aggregate,low,r3,0.0,0.0,-0.3331249002957788,-0.3220100474297123,-0.3072042599635722,True
MEX,GMI:GMI_loaded_aggregate,low,r3,0.0,0.0,-0.2220832668638526,-0.2146733649531415,-0.2048028399757148,True
MEX,MUT,low,r3,0.0,0.0,-0.022701842282199,-0.019914204536711,-0.0160701102934885,True
MEX,PBI,low,r3,0.0,0.0,-0.0102761086199361,-0.0084051132428477,-0.0058409564036573,True
MEX,UBI,low,r3,0.0,0.0,-0.0029188663220218,-0.0022193058597825,-0.0012631290729213,True
MEX,PEN,low,r4,0.0,0.0,-0.0867281472548147,-0.0783644029590957,-0.0664888539605045,True
MEX,GMI:GMI_ideal_aggregate,low,r4,0.0,0.0,-0.3200765024364066,-0.3066119489603146,-0.2878557275256765,True
MEX,GMI:GMI_loaded_aggregate,low,r4,0.0,0.0,-0.2133843349576044,-0.2044079659735431,-0.191903818350451,True
MEX,MUT,low,r4,0.0,0.0,-0.0206643474591633,-0.0173130242915184,-0.01251289969809,True
MEX,PBI,low,r4,0.0,0.0,-0.0090193815955557,-0.0067713027278702,-0.0035677485748389,True
MEX,UBI,low,r4,0.0,0.0,-0.002470096876466,-0.0016267088845133,-0.0004329898810306,True
MEX,PEN,mid,r0,0.0,0.0,-0.0033119257043267,0.0543896305180577,0.1334590016977804,True
MEX,GMI:GMI_ideal_aggregate,mid,r0,0.0,0.0,-0.1931465870327285,-0.1019412075112598,0.0230389919685742,True
MEX,GMI:GMI_loaded_aggregate,mid,r0,0.0,0.0,-0.1287643913551523,-0.0679608050075065,0.0153593279790495,True
MEX,MUT,mid,r0,0.0,0.0,0.0134615039619064,0.0368100811194024,0.06880501218624,True
MEX,PBI,mid,r0,0.0,0.0,0.0139654176262901,0.0295951490409902,0.0510128215541082,True
MEX,UBI,mid,r0,0.0,0.0,0.0061406861482244,0.0119778304375984,0.0199765632043078,True
MEX,PEN,mid,r1,0.0,0.0,-0.0005920766645218,0.0585117619387405,0.1419645194157797,True
MEX,GMI:GMI_ideal_aggregate,mid,r1,0.0,0.0,-0.186423178169256,-0.0929432683629424,0.0389101896335832,True
MEX,GMI:GMI_loaded_aggregate,mid,r1,0.0,0.0,-0.124282118779504,-0.0619621789086283,0.0259401264223888,True
MEX,MUT,mid,r1,0.0,0.0,0.0143623701296712,0.038289666760333,0.0720335233854617,True
MEX,PBI,mid,r1,0.0,0.0,0.0144853268110271,0.030526677316641,0.0531200131527545,True
MEX,UBI,mid,r1,0.0,0.0,0.0063212416210427,0.0123144445977407,0.0207512967419948,True
MEX,PEN,mid,r2,0.0,0.0,0.0051573894588181,0.0670603347738286,0.1519307544587134,True
MEX,GMI:GMI_ideal_aggregate,mid,r2,0.0,0.0,-0.1769693067632671,-0.0792429077132896,0.0544501290690732,True
MEX,GMI:GMI_loaded_aggregate,mid,r2,0.0,0.0,-0.1179795378421781,-0.0528286051421931,0.0363000860460488,True
MEX,MUT,mid,r2,0.0,0.0,0.0166849041318346,0.0417311794061072,0.0760661638914798,True
MEX,PBI,mid,r2,0.0,0.0,0.0160616577329064,0.032828682344473,0.0558201039581615,True
MEX,UBI,mid,r2,0.0,0.0,0.006909358136509,0.0131734753934329,0.0217642538094855,True
MEX,PEN,mid,r3,0.0,0.0,-0.0074748094253526,0.0490897256862807,0.1245334909644144,True
MEX,GMI:GMI_ideal_aggregate,mid,r3,0.0,0.0,-0.1985782214772012,-0.1092040395567454,0.0103570471106828,True
MEX,GMI:GMI_loaded_aggregate,mid,r3,0.0,0.0,-0.1323854809848008,-0.0728026930378303,0.0069046980737885,True
MEX,MUT,mid,r3,0.0,0.0,0.0116350954434781,0.0345669160811467,0.0650809208736779,True
MEX,PBI,mid,r3,0.0,0.0,0.0127205755712835,0.0280671281211671,0.0484821271731164,True
MEX,UBI,mid,r3,0.0,0.0,0.0056677465007827,0.0114004195226431,0.0190245066357234,True
MEX,PEN,mid,r4,0.0,0.0,0.017757205585606,0.0868210703558956,0.1806455498791021,True
MEX,GMI:GMI_ideal_aggregate,mid,r4,0.0,0.0,-0.1540793124577121,-0.0456356978064595,0.1026837467255483,True
MEX,GMI:GMI_loaded_aggregate,mid,r4,0.0,0.0,-0.1027195416384748,-0.0304237985376396,0.0684558311503656,True
MEX,MUT,mid,r4,0.0,0.0,0.0215839397014266,0.0495454691037427,0.0875512127844826,True
MEX,PBI,mid,r4,0.0,0.0,0.0192500619005688,0.0379871472028234,0.0634453595616937,True
MEX,UBI,mid,r4,0.0,0.0,0.0080860143530933,0.0150882656498396,0.0245979489072375,True
MEX,PEN,high,r0,0.0,0.0,-0.0365790356568048,0.0081474662454255,0.0706472897491535,True
MEX,GMI:GMI_ideal_aggregate,high,r0,0.0,0.0,-0.2457299069193617,-0.1750334153908004,-0.0762437033644381,True
MEX,GMI:GMI_loaded_aggregate,high,r0,0.0,0.0,-0.1638199379462412,-0.1166889435938669,-0.050829135576292,True
MEX,MUT,high,r0,0.0,0.0,1.7407092836031802e-07,0.01809847590224,0.0433886421809888,True
MEX,PBI,high,r0,0.0,0.0,0.004954291626558,0.0170694451443715,0.0339988924380387,True
MEX,UBI,high,r0,0.0,0.0,0.0027753536754799,0.0072999291333078,0.013622470702995,True
MEX,PEN,high,r1,0.0,0.0,-0.0339911418034513,0.0112731462951492,0.076382075287682,True
MEX,GMI:GMI_ideal_aggregate,high,r1,0.0,0.0,-0.2390431918760965,-0.1675778879780351,-0.0651242594605305,True
MEX,GMI:GMI_loaded_aggregate,high,r1,0.0,0.0,-0.1593621279173977,-0.1117185919853567,-0.043416172973687,True
MEX,MUT,high,r1,0.0,0.0,0.0008609500051465,0.0191326191636235,0.0454864960931813,True
MEX,PBI,high,r1,0.0,0.0,0.005452800480633,0.0177058857397725,0.0353213914271647,True
MEX,UBI,high,r1,0.0,0.0,0.0029475488844915,0.0075228045567212,0.0141007841460929,True
MEX,PEN,high,r2,0.0,0.0,-0.0301442874515141,0.0176667706802753,0.0840979535048092,True
MEX,GMI:GMI_ideal_aggregate,high,r2,0.0,0.0,-0.2328642574502511,-0.1572785214241776,-0.052743908847676,True
MEX,GMI:GMI_loaded_aggregate,high,r2,0.0,0.0,-0.1552428383001674,-0.1048523476161184,-0.0351626058984507,True
MEX,MUT,high,r2,0.0,0.0,0.0023812501765862,0.0217449288635614,0.0486765214089006,True
MEX,PBI,high,r2,0.0,0.0,0.0065018352374084,0.0194463490494579,0.0374864131893177,True
MEX,UBI,high,r2,0.0,0.0,0.0033420332563554,0.0081736159708543,0.0149150716188573,True
MEX,PEN,high,r3,0.0,0.0,-0.0375277258622731,0.0061579588414412,0.0673754160930673,True
MEX,GMI:GMI_ideal_aggregate,high,r3,0.0,0.0,-0.2462025268664894,-0.1770801401327502,-0.0804470527181393,True
MEX,GMI:GMI_loaded_aggregate,high,r3,0.0,0.0,-0.1641350179109929,-0.1180534267551668,-0.0536313684787595,True
MEX,MUT,high,r3,0.0,0.0,-0.0004755665834777,0.0172025341191617,0.0419812214543,True
MEX,PBI,high,r3,0.0,0.0,0.0046007052422579,0.0164327509270615,0.0330229279462745,True
MEX,UBI,high,r3,0.0,0.0,0.0026365573297659,0.0070566790978358,0.0132516666761936,True
MEX,PEN,high,r4,0.0,0.0,-0.0193161200512966,0.0343127555768788,0.1104703071755168,True
MEX,GMI:GMI_ideal_aggregate,high,r4,0.0,0.0,-0.2137022345146818,-0.1284763270072125,-0.0080382547763033,True
MEX,GMI:GMI_loaded_aggregate,high,r4,0.0,0.0,-0.1424681563431212,-0.085650884671475,-0.0053588365175355,True
MEX,MUT,high,r4,0.0,0.0,0.006617158757291,0.0282819661119027,0.0590633355969676,True
MEX,PBI,high,r4,0.0,0.0,0.0092608656681464,0.0237468076050107,0.0443617820436545,True
MEX,UBI,high,r4,0.0,0.0,0.0043607739331327,0.0097661923261824,0.0174683855953824,True
MEX,PEN,stress,r0,0.0004,0.0,0.265074647436025,0.4476244267936916,0.7084522937447427,True
MEX,GMI:GMI_ideal_aggregate,stress,r0,0.0272,0.0128,0.2310759273027891,0.5196213842694661,0.9318963063419696,True
MEX,GMI:GMI_loaded_aggregate,stress,r0,0.0002,0.0,0.1540506182018594,0.3464142561796441,0.6212642042279799,True
MEX,MUT,stress,r0,0.0,0.0,0.122062467631799,0.1959301046152683,0.3014724846658292,True
MEX,PBI,stress,r0,0.0,0.0,0.0866638044311187,0.1361114139579177,0.206762359492253,True
MEX,UBI,stress,r0,0.0,0.0,0.0332909270656976,0.0517578363115649,0.0781434313242051,True
MEX,PEN,stress,r1,0.0012,0.0,0.2709671086476015,0.4572767632771373,0.7204686352659257,True
MEX,GMI:GMI_ideal_aggregate,stress,r1,0.0366,0.017,0.2428532309855549,0.5373868130738446,0.9533760145907628,True
MEX,GMI:GMI_loaded_aggregate,stress,r1,0.0002,0.0,0.1619021539903699,0.3582578753825631,0.6355840097271754,True
MEX,MUT,stress,r1,0.0,0.0,0.1242224470596768,0.1996349150947461,0.3061382043559623,True
MEX,PBI,stress,r1,0.0,0.0,0.0880450297511193,0.1385239085113201,0.2098198219836203,True
MEX,UBI,stress,r1,0.0,0.0,0.0337947142550025,0.0526462053275017,0.0792730394225058,True
MEX,PEN,stress,r2,0.0024,0.0006,0.2924286717546551,0.4857533099123644,0.766915863128704,True
MEX,GMI:GMI_ideal_aggregate,stress,r2,0.0612,0.0278,0.277055001716377,0.5827507457214915,1.0267327325955586,True
MEX,GMI:GMI_loaded_aggregate,stress,r2,0.001,0.0,0.1847033344775847,0.3885004971476611,0.6844884883970392,True
MEX,MUT,stress,r2,0.0,0.0,0.1329048983249126,0.2111332032782975,0.3249370915325985,True
MEX,PBI,stress,r2,0.0,0.0,0.0938465166795945,0.1462066603364126,0.222405011225466,True
MEX,UBI,stress,r2,0.0,0.0,0.035959572780435,0.055516036126828,0.08397116540087,True
MEX,PEN,stress,r3,0.0006,0.0,0.2644017986362227,0.448621818180242,0.7104521552718688,True
MEX,GMI:GMI_ideal_aggregate,stress,r3,0.032,0.0116,0.2316818814122558,0.5225120404919723,0.936624677979932,True
MEX,GMI:GMI_loaded_aggregate,stress,r3,0.0002,0.0,0.1544545876081706,0.3483413603279816,0.6244164519866213,True
MEX,MUT,stress,r3,0.0,0.0,0.121659018505083,0.1962558854534711,0.3021582603737206,True
MEX,PBI,stress,r3,0.0,0.0,0.0863498240618508,0.1363016102025013,0.2071801022542207,True
MEX,UBI,stress,r3,0.0,0.0,0.0331654675910025,0.0518235808019907,0.0782917272762621,True
MEX,PEN,stress,r4,0.0208,0.0068,0.3535421622768149,0.5831389595165289,0.9060469444750088,True
MEX,GMI:GMI_ideal_aggregate,stress,r4,0.1936,0.1172,0.3759045950549198,0.7393964315952275,1.249065712637935,True
MEX,GMI:GMI_loaded_aggregate,stress,r4,0.0094,0.004,0.2506030633699466,0.4929309543968184,0.8327104750919567,True
MEX,MUT,stress,r4,0.0,0.0,0.1574120544537486,0.2503397630610769,0.381016837413524,True
MEX,PBI,stress,r4,0.0,0.0,0.1101770819523971,0.1723925035955529,0.2598801010651153,True
MEX,UBI,stress,r4,0.0,0.0,0.0420442778639753,0.0652793416555496,0.0979600149009156,True
